character,credit_id,order,adult,gender,id,known_for_department,name,original_name,popularity,profile_path,episodeId,seasonNumber,episodeNumber
Michelle,5ff8618d7f1d83003ff2a0b9,108,False,1,2085303,Acting,Ebony Obsidian,Ebony Obsidian,0.6,/uohb7LY6FjalZbWXRszA5XJchmR.jpg,1315469,2,8
Kristy,5cbec528c3a368596a80af29,16,False,1,1493744,Acting,Katlyn Carlson,Katlyn Carlson,1.042,/cPDxPQHFUttYnDfuPMw2jZi0wqL.jpg,1315470,2,9
Chef Jeff,5df20dd8a284eb001759fd93,18,False,2,21127,Acting,Bobby Cannavale,Bobby Cannavale,4.546,/gYQwTbEj5IBPYKLGKgrsNGrWAMl.jpg,1315470,2,9
Arnold Baumheiser,5ff84fcb6c0b36003da3b051,72,False,2,132857,Acting,Eric Wareheim,Eric Wareheim,1.078,/x9STTsfrnC7SnuHuRczPFbGi6xp.jpg,1315470,2,9
Francesca,5ff85c6fdd83fa003d6c4d3c,72,False,1,145326,Acting,Alessandra Mastronardi,Alessandra Mastronardi,1.107,/rGsHNE2djEMUnCoDhKFJHqxa3T8.jpg,1315470,2,9
Pino,5ff85d6461bac4003da821ed,74,False,2,59270,Acting,Riccardo Scamarcio,Riccardo Scamarcio,5.415,/zWGhuQtWgEL5WPfBCbCxqV2rTCG.jpg,1315470,2,9
Chef Jeff,5df20dd8a284eb001759fd93,18,False,2,21127,Acting,Bobby Cannavale,Bobby Cannavale,4.546,/gYQwTbEj5IBPYKLGKgrsNGrWAMl.jpg,1315471,2,10
Arnold Baumheiser,5ff84fcb6c0b36003da3b051,72,False,2,132857,Acting,Eric Wareheim,Eric Wareheim,1.078,/x9STTsfrnC7SnuHuRczPFbGi6xp.jpg,1315471,2,10
Francesca,5ff85c6fdd83fa003d6c4d3c,72,False,1,145326,Acting,Alessandra Mastronardi,Alessandra Mastronardi,1.107,/rGsHNE2djEMUnCoDhKFJHqxa3T8.jpg,1315471,2,10
Pino,5ff85d6461bac4003da821ed,74,False,2,59270,Acting,Riccardo Scamarcio,Riccardo Scamarcio,5.415,/zWGhuQtWgEL5WPfBCbCxqV2rTCG.jpg,1315471,2,10
Lisa,5ff85fee6c0b36003ea3ca08,92,False,1,1181354,Acting,Ilfenesh Hadera,Ilfenesh Hadera,2.707,/oyuwKUTGNIkSghFHBbZGkEk5FdH.jpg,1315471,2,10
Shannon,5ff80dbea0be28003e8a5c8a,109,False,1,1075037,Acting,Danielle Brooks,Danielle Brooks,0.753,/qQCvXRNcLaS2gWacH5BsAxPWITO.jpg,1315471,2,10
Benjamin,5ff80de120af77003d15e5f7,109,False,2,185773,Acting,H. Jon Benjamin,H. Jon Benjamin,2.828,/yZgBHrH8D9Jjo15fuQKnWV3U2OC.jpg,1315471,2,10
Rachel Silva,5ff84e54383df2003d322c78,109,False,1,1011210,Acting,Noël Wells,Noël Wells,2.503,/gbC5YAulfHHp56oLkFcb6tPFbYE.jpg,1315471,2,10
