airDate,episodeNumber,id,overview,voteAverage,voteCount
2019-04-25,14,1753960,Jake and the squad must track down a hacker who has infiltrated the Nine-Nine's servers; Rosa deals with relationship issues; Hitchcock and Scully attempt to cook the perfect lasagna.,7.0,4
2019-05-02,15,1762637,"When Gina returns to the Nine-Nine, Jake and Terry get drawn into her life. Holt learns that Charles’s son, Nikolaj, may be a genius. Rosa copes with an injury.",6.2,4
2019-05-09,16,1782130,"In order to distract Terry from the stress of his upcoming lieutenant's exam, Jake, Holt and the squad decide to hold the annual Halloween Heist on a new date, Cinco de Mayo.",8.4,5
2019-05-16,17,1782131,"Jake and Charles investigate a dangerous serial killer. Holt continues to spar with his rival, Commissioner Kelly. Terry finds out about whether or not he has passed the lieutenant's exam.",7.0,3
2019-05-16,18,1782132,"Desperate circumstances call for desperate measures, as Jake, Holt, Amy, Terry, Rosa and Charles must ally themselves with old enemies.",8.0,3
2020-02-06,1,1979187,Jake leads a manhunt after an assassination attempt on a city councilor as Holt adjusts to his new position as a uniformed officer.,8.75,4
2020-02-06,2,2052439,A new captain at the Nine-Nine attempts to ingratiate herself with Jake and the squad by inviting them over to her house for a dinner party.,9.0,2
2020-02-13,3,2065558,Adrian Pimento shows up unexpectedly to seek Jake and Charles’ help after claiming someone is trying to kill him while the rest of the squad endures a workplace conflict seminar.,8.7,3
2020-02-20,4,2162221,Competitive juices are flowing as Jake and the squad compete in the second Jimmy Jab Games.,9.0,2
2020-02-27,5,2162222,"When cocaine and weapons are stolen from the evidence lock-up, the squad must investigate the Nine-Nine itself.",8.0,3
2020-03-05,6,2169651,Jake and Amy work an uncrackable case while Holt adjusts to a new beat. Hitchcock looks for the love of his life.,8.0,3
2020-03-12,7,2176218,Captain Holt deals with a personal loss. Jake must decide whether to take Terry or Charles to an exclusive event.,7.7,3
2020-03-19,8,2182203,"Doug Judy is back, and this time, things between him and Jake are personal. Meanwhile, Amy and Charles try to find the perfect new vending machine for the Nine-Nine.",7.7,3
2020-03-26,9,2187202,"When a prank goes disastrously awry, things at the Nine-Nine take a distinctly Agatha Christie turn.",8.3,3
2020-04-02,10,2195425,Jake and his father deal with unsettled family business while Amy and Rosa work a high-profile case and Terry wants to join the NYPD band.,8.3,3
2020-04-09,11,2202960,The squad competes in an effort to determine who is the greatest human/genius.,8.3,3
2020-04-16,12,2209188,Holt asks for Jake's help in a case that is exceptionally meaningful to him. Charles and Terry work together on a side business.,8.7,3
2020-04-23,13,2218581,The entire squad is on high alert when a massive blackout hits Brooklyn.,9.5,2
